nom	id	theme	description
<Variable Diagramme>.FinModification	1410088878	gestion des diagrammes (syntaxe préfixée)	Signale la fin du regroupement d'un ensemble d'opérations sur une variable de type Diagramme en un seul événement (gestion du "undo/redo").
<Variable Diagramme>.Recherche	1410089986	gestion des diagrammes (syntaxe préfixée)	Recherche les formes contenant un texte spécifique dans un diagramme.
<Variable Diagramme>.Sauve	1410089987	gestion des diagrammes (syntaxe préfixée)	Sauve un diagramme dans un fichier "diag".
<Variable Diagramme>.VersImage	1410088690	gestion des diagrammes (syntaxe préfixée)	Exporte un diagramme vers une une variable de type Image.
<Variable Diagramme>.VersSVG	1410088880	gestion des diagrammes (syntaxe préfixée)	Exporte un diagramme vers une image vectorielle au format SVG.
<Variable docFragment>.EffaceMiseEnForme	1410090631	gestion du champ Traitement de texte (syntaxe préfixée)	Remplace la mise en forme actuelle de la sélection par la mise en forme par défaut.
<Variable Drive>.CopieFichier	1410090349	gestion des drives : OneDrive, Google Drive, Dropbox (syntaxe préfixée)	Copie un fichier unique du disque distant vers un autre répertoire du disque distant.
<Variable Drive>.CopieRépertoire	1410090351	gestion des drives : OneDrive, Google Drive, Dropbox (syntaxe préfixée)	Copie un répertoire du drive vers un autre répertoire de ce drive (disque distant).
<Variable Drive>.CréeFichier	1410090352	gestion des drives : OneDrive, Google Drive, Dropbox (syntaxe préfixée)	Crée un fichier sur le disque distant.
<Variable Drive>.CréeRépertoire	1410090353	gestion des drives : OneDrive, Google Drive, Dropbox (syntaxe préfixée)	Crée un répertoire sur le disque distant.
<Variable Drive>.DéplaceFichier	1410090354	gestion des drives : OneDrive, Google Drive, Dropbox (syntaxe préfixée)	Déplace un fichier présent dans un répertoire d'un drive vers un autre répertoire de ce drive (disque distant).
<Variable Drive>.DéplaceRépertoire	1410090356	gestion des drives : OneDrive, Google Drive, Dropbox (syntaxe préfixée)	Déplace un répertoire et son contenu vers un autre répertoire du même drive (disque distant).
<Variable Drive>.EnvoieFichier	1410090357	gestion des drives : OneDrive, Google Drive, Dropbox (syntaxe préfixée)	Envoie un fichier (présent sur la machine de l'utilisateur) vers un drive (disque distant).
<Variable Drive>.EnvoieRépertoire	1410090358	gestion des drives : OneDrive, Google Drive, Dropbox (syntaxe préfixée)	Envoie un répertoire et ses fichiers (présents sur la machine de l'utilisateur) vers un drive (disque distant).
<Variable Drive>.ListeFichier	1410090359	gestion des drives : OneDrive, Google Drive, Dropbox (syntaxe préfixée)	Liste les fichiers d'un répertoire d'un drive.
<Variable Drive>.ListeRépertoire	1410090361	gestion des drives : OneDrive, Google Drive, Dropbox (syntaxe préfixée)	Liste les répertoires d'un drive.
<Variable Drive>.RécupèreFichier	1410090362	gestion des drives : OneDrive, Google Drive, Dropbox (syntaxe préfixée)	Récupère un fichier présent sur un drive (disque distant) et enregistre ce fichier sur le poste de l'utilisateur.
<Variable Drive>.RécupèreRépertoire	1410090364	gestion des drives : OneDrive, Google Drive, Dropbox (syntaxe préfixée)	Récupère un répertoire (et ses fichiers) présent sur un drive (disque distant) pour l'enregistrer sur le poste de l'utilisateur.
<Variable Drive>.Renomme	1410090365	gestion des drives : OneDrive, Google Drive, Dropbox (syntaxe préfixée)	Renomme un fichier ou un répertoire présent sur un drive.
<Variable Drive>.SupprimeFichier	1410090368	gestion des drives : OneDrive, Google Drive, Dropbox (syntaxe préfixée)	Supprime un fichier dans un drive (disque distant).
<Variable Drive>.SupprimeRépertoire	1410090369	gestion des drives : OneDrive, Google Drive, Dropbox (syntaxe préfixée)	Supprime un répertoire (et les fichiers qu'il contient) sur un drive (disque distant).
<Variable Email>.ExporteHTML	1000026178	gestion des emails (syntaxe préfixée)	Récupère le code HTML d'un email pour l'afficher dans un champ HTML (champ HTML, champ d'affichage HTML, ...).
<Variable emailSessionIMAP>.AbonneAuDossier	1410091167	gestion des emails (syntaxe préfixée)	Ajoute un dossier existant à la liste des dossiers abonnés.
<Variable emailSessionIMAP>.DésabonneDuDossier	1410091267	gestion des emails (syntaxe préfixée)	Supprime un dossier existant de la liste des dossiers abonnés.
<Variable emailSessionIMAP>.ExécuteCommande	1410091166	gestion des emails (syntaxe préfixée)	Envoie une commande IMAP au serveur de mails.
<Variable emailSessionNotes>.EnvoieMessage	1000022316	gestion des emails (syntaxe préfixée)	Envoie un email selon le protocole Lotus Notes.
<Variable emailSessionOutlook>.EnvoieMessage	1000022315	gestion des emails (syntaxe préfixée)	Envoie un email selon le protocole Outlook.
<Variable emailSessionSMTP>.EnvoieMessage	1000022314	gestion des emails (syntaxe préfixée)	Envoie un email selon le protocole SMTP.
<Variable FichierDisque>.Bloque	1410089037	gestion des répertoires et des fichiers externes (syntaxe préfixée)	Bloque entièrement ou partiellement un fichier externe.
<Variable FichierDisque>.ChangeTaille	1410089038	gestion des répertoires et des fichiers externes (syntaxe préfixée)	Change la taille d'un fichier externe.
<Variable FichierDisque>.Cherche	1410089039	gestion des répertoires et des fichiers externes (syntaxe préfixée)	Cherche une chaîne de caractères ou un buffer dans un fichier ouvert avec la fonction <Variable FichierDisque>.Ouvre.
<Variable FichierDisque>.Crée	1410090211	gestion des répertoires et des fichiers externes (syntaxe préfixée)	Crée un fichier externe.
<Variable FichierDisque>.Débloque	1410089040	gestion des répertoires et des fichiers externes (syntaxe préfixée)	Débloque entièrement ou partiellement un fichier externe.
<Variable FichierDisque>.Ecrit	1410089041	gestion des répertoires et des fichiers externes (syntaxe préfixée)	Écrit :une chaîne de caractères dans un fichier externe.une portion de mémoire.
<Variable FichierDisque>.EcritLigne	1410089042	gestion des répertoires et des fichiers externes (syntaxe préfixée)	Écrit une ligne dans un fichier texte (au format ANSI ou Unicode).
<Variable FichierDisque>.Ferme	1410089043	gestion des répertoires et des fichiers externes (syntaxe préfixée)	Ferme un fichier externe.
<Variable FichierDisque>.Lit	1410089044	gestion des répertoires et des fichiers externes (syntaxe préfixée)	Lit :un bloc d'octets (bloc de caractères) dans un fichier externe (ANSI ou Unicode),le contenu d'un fichier externe (ANSI ou Unicode) pour l'affecter
<Variable FichierDisque>.LitLigne	1410089045	gestion des répertoires et des fichiers externes (syntaxe préfixée)	Lit une ligne dans un fichier externe (au format ANSI ou Unicode).
<Variable FichierDisque>.LitLigneExpressionRégulière	1410089046	gestion des répertoires et des fichiers externes (syntaxe préfixée)	Lit une ligne d'un fichier externe et récupère dans des variables les morceaux de cette ligne en fonction d'une expression régulière.
<Variable FichierDisque>.NomFichier	1410089047	gestion des répertoires et des fichiers externes (syntaxe préfixée)	Renvoie le nom d'un fichier externe actuellement ouvert.
<Variable FichierDisque>.Ouvre	1410090197	gestion des répertoires et des fichiers externes (syntaxe préfixée)	Ouvre un fichier externe (ANSI ou Unicode) pour le manipuler par programmation.
<Variable FichierDisque>.OuvreFichierTemp	1410090203	gestion des répertoires et des fichiers externes (syntaxe préfixée)	Crée et ouvre un fichier temporaire.
<Variable FichierDisque>.Positionne	1410089048	gestion des répertoires et des fichiers externes (syntaxe préfixée)	Renvoie et modifie la position en cours dans un fichier externe.
<Variable FichierDisque>.Taille	1410089049	gestion des répertoires et des fichiers externes (syntaxe préfixée)	Renvoie la taille d'un fichier en octets.
<Variable ftpConnexion>.Attribut	1410091117	FTP Standard (syntaxe préfixée)	Identifie les attributs d'un fichier présent sur un serveur FTP (File Transfer Protocol).
<Variable ftpConnexion>.Commande	1410091118	FTP Standard (syntaxe préfixée)	Envoie une commande FTP spécifique à un serveur.
<Variable ftpConnexion>.Connecte	1410091119	FTP Standard (syntaxe préfixée)	Connecte le poste en cours à un serveur FTP (File Transfer Protocol).
<Variable ftpConnexion>.Date	1410091120	FTP Standard (syntaxe préfixée)	Renvoie les différentes dates (date de création, de modification ou d'accès) d'un fichier présent sur un serveur FTP (File Transfer Protocol).
<Variable ftpConnexion>.DateHeure	1410091121	FTP Standard (syntaxe préfixée)	Renvoie les différentes dates et heures (de création, de modification ou d'accès) d'un fichier présent sur un serveur FTP (File Transfer Protocol).
<Variable ftpConnexion>.Déconnecte	1410091122	FTP Standard (syntaxe préfixée)	Ferme la connexion entre le poste en cours et le serveur FTP (File Transfer Protocol).
<Variable ftpConnexion>.Envoie	1410091123	FTP Standard (syntaxe préfixée)	Transfère un fichier ou un répertoire sur un serveur FTP (File Transfer Protocol).
<Variable ftpConnexion>.FichierExiste	1410091124	FTP Standard (syntaxe préfixée)	Teste l'existence d'un fichier sur un serveur FTP.
<Variable ftpConnexion>.Heure	1410091125	FTP Standard (syntaxe préfixée)	Renvoie les différentes heures (heure de création, de modification ou d'accès) d'un fichier présent sur un serveur FTP (File Transfer Protocol).
<Variable ftpConnexion>.ListeFichier	1410091126	FTP Standard (syntaxe préfixée)	Liste les fichiers d'un répertoire (et/ou les répertoires) d'un serveur FTP et retourne le nombre de fichiers (et/ou de répertoires) listés.
<Variable ftpConnexion>.Nom	1410091137	FTP Standard (syntaxe préfixée)	Renvoie le nom du dernier fichier accédé par une fonction FTP (File Transfer Protocol).
<Variable ftpConnexion>.Récupère	1410091127	FTP Standard (syntaxe préfixée)	Transfère un fichier ou un répertoire d'un serveur FTP (File Transfer Protocol) sur le poste en cours.
<Variable ftpConnexion>.RécupèreFichier	1410091128	FTP Standard (syntaxe préfixée)	Transfère un fichier d'un serveur FTP (File Transfer Protocol) sur le poste en cours.
<Variable ftpConnexion>.RenommeFichier	1410091129	FTP Standard (syntaxe préfixée)	Renomme ou déplace un fichier présent sur un serveur FTP (File Transfer Protocol).
<Variable ftpConnexion>.RepCrée	1410091130	FTP Standard (syntaxe préfixée)	Crée un répertoire sur un serveur FTP (File Transfer Protocol).
<Variable ftpConnexion>.RepEnCours	1410091131	FTP Standard (syntaxe préfixée)	Identifie ou modifie le répertoire en cours sur un serveur FTP (File Transfer Protocol).
<Variable ftpConnexion>.RepExiste	1410091282	FTP Standard (syntaxe préfixée)	Permet de savoir si un répertoire existe sur un serveur FTP (File Transfer Protocol).
<Variable ftpConnexion>.RepSupprime	1410091132	FTP Standard (syntaxe préfixée)	Supprime un répertoire et son contenu (fichiers et sous-répertoires) d'un serveur FTP (File Transfer Protocol).
<Variable ftpConnexion>.SupprimeFichier	1410091133	FTP Standard (syntaxe préfixée)	Supprime un fichier d'un serveur FTP (File Transfer Protocol).
<Variable ftpConnexion>.Taille	1410091134	FTP Standard (syntaxe préfixée)	Renvoie la taille (en octets) d'un fichier présent sur un serveur FTP (File Transfer Protocol).
<Variable gglDrive>.CopieFichier	1410090350	gestion des drives : OneDrive, Google Drive, Dropbox (syntaxe préfixée)	Copie un fichier unique du disque distant vers un autre répertoire du disque distant.
<Variable gglDrive>.DéplaceFichier	1410090355	gestion des drives : OneDrive, Google Drive, Dropbox (syntaxe préfixée)	Déplace un fichier présent dans un répertoire d'un drive vers un autre répertoire de ce drive (disque distant).
<Variable gglDrive>.ListeFichierGgl	1410090360	gestion des drives : OneDrive, Google Drive, Dropbox (syntaxe préfixée)	Liste les fichiers de la suite Google (Google Docs, Google Sheets, etc.) présents dans un drive Google.
<Variable gglDrive>.RécupèreFichierGgl	1410090363	gestion des drives : OneDrive, Google Drive, Dropbox (syntaxe préfixée)	Récupère un document de la suite Google présent sur un Google Drive dans le format compatible souhaité.
<Variable gglDrive>.Renomme	1410090366	gestion des drives : OneDrive, Google Drive, Dropbox (syntaxe préfixée)	Renomme un fichier de la suite Google ou un répertoire présent dans un drive Google.
<Variable gglDrive>.SupprimeFichier	1410090367	gestion des drives : OneDrive, Google Drive, Dropbox (syntaxe préfixée)	Supprime un fichier de la suite Google à l'intérieur d'un drive Google.
<Variable htmlDocument>.ChercheElémentParBalise	1000026312	gestion des documents HTML (syntaxe préfixée)	Cherche les éléments d'un document HTML correspondant à une balise.
<Variable htmlDocument>.ChercheElémentParClasse	1000026314	gestion des documents HTML (syntaxe préfixée)	Cherche les éléments d'un document HTML pour lesquels l'attribut "class" correspond à une valeur spécifique.
<Variable htmlDocument>.ChercheElémentParID	1000026316	gestion des documents HTML (syntaxe préfixée)	Cherche l'élément d'un document HTML dont l'attribut "ID" correspond à une valeur spécifique.
<Variable htmlDocument>.ChercheElémentParNom	1000026318	gestion des documents HTML (syntaxe préfixée)	Cherche les éléments d'un document HTML dont l'attribut "name" correspond à une valeur spécifique.
<Variable htmlDocument>.ConstruitChaîne	1000026320	gestion des documents HTML (syntaxe préfixée)	Génère une chaîne de caractères au format UTF8 contenant un document HTML.
<Variable htmlDocument>.Sauve	1000026321	gestion des documents HTML (syntaxe préfixée)	Sauve le contenu d'une variable de type htmlDocument dans un fichier HTML.
